PosiciónHash	Token	NumDocs	PosPosting
1462	monitoring	1	698
1463	ibm	1	523
1464	-	0	-1
1465	-	0	-1
1466	-	0	-1
1467	privacy	1	854
1468	treatment	1	1110
1469	cracks	1	238
1470	debilitating	1	262
1471	developed	1	292
1472	selling	1	969
1473	settings	1	979
1474	gave	1	454
1475	-	0	-1
1476	record	1	896
1477	policymakers	1	825
1478	testifying	1	1060
1479	cornell	1	222
1480	-	0	-1
1481	-	0	-1
1482	determine	1	289
1483	depending	1	277
1484	been	1	106
1485	addressing	1	24
1486	errors	1	373
1487	forced	1	433
1488	institutions	1	566
1489	major	1	662
1490	drug	1	326
1491	released	1	909
1492	a12	1	1
1493	doctor-patient	1	318
1494	means	1	680
1495	tape	1	1048
1496	-	0	-1
1497	ring	1	940
1498	-	0	-1
1499	-	0	-1
1500	-	0	-1
1501	mcdermott	1	679
1502	compound	1	182
1503	coming	1	171
1504	-	0	-1
1505	-	0	-1
1506	-	0	-1
1507	conflict	1	199
1508	-	0	-1
1509	preemptive	1	838
1510	aimed	1	38
1511	-	0	-1
1512	-	0	-1
1513	-	0	-1
1514	-	0	-1
1515	-	0	-1
1516	-	0	-1
1517	made	1	660
1518	-	0	-1
1519	boston	1	123
1520	-	0	-1
1521	content	1	214
1522	identifiably	1	526
1523	-	0	-1
1524	ethical	1	379
1525	-	0	-1
1526	-	0	-1
1527	nickel	1	729
1528	discussed	1	310
1529	own	1	785
1530	recognize	1	893
1531	sharing	1	984
1532	-	0	-1
1533	communications	1	176
1534	government	1	468
1535	-	0	-1
1536	-	0	-1
1537	-	0	-1
1538	believe	1	110
1539	-	0	-1
1540	preempt	1	837
1541	-	0	-1
1542	-	0	-1
1543	passage	1	796
1544	suffered	1	1030
1545	won	1	1174
1546	-	0	-1
1547	-	0	-1
1548	-	0	-1
1549	-	0	-1
1550	-	0	-1
1551	-	0	-1
1552	-	0	-1
1553	electronic	1	340
1554	-	0	-1
1555	nrc	1	737
1556	-	0	-1
1557	-	0	-1
1558	-	0	-1
1559	-	0	-1
1560	-	0	-1
1561	-	0	-1
1562	-	0	-1
1563	-	0	-1
1564	-	0	-1
1565	-	0	-1
1566	-	0	-1
1567	nevertheless	1	723
1568	-	0	-1
1569	however	1	518
1570	-	0	-1
1571	agreement	1	36
1572	newsday	1	727
1573	-	0	-1
1574	who	1	1164
1575	trustees	1	1114
1576	-	0	-1
1577	doctor	1	317
1578	-	0	-1
1579	-	0	-1
1580	determined	1	290
1581	dire	1	300
1582	make	1	664
1583	mechanisms	1	681
1584	frist	1	446
1585	step	1	1018
1586	-	0	-1
1587	-	0	-1
1588	environment	1	368
1589	gmail	1	459
1590	live	1	651
1591	html	1	519
1592	you	2	1184
1593	accessed	1	13
1594	-	0	-1
1595	-	0	-1
1596	-	0	-1
1597	-	0	-1
1598	-	0	-1
1599	-	0	-1
1600	-	0	-1
1601	go	1	460
1602	representative	1	916
1603	interchange	1	573
1604	-	0	-1
1605	-	0	-1
1606	-	0	-1
1607	-	0	-1
1608	expected	1	391
1609	care	1	141
1610	loss	1	657
1611	-	0	-1
1612	integrity	1	570
1613	-	0	-1
1614	-	0	-1
1615	employer	1	347
1616	fraud	1	442
1617	-	0	-1
1618	leahy	1	633
1619	-	0	-1
1620	-	0	-1
1621	-	0	-1
1622	-	0	-1
1623	-	0	-1
1624	-	0	-1
1625	-	0	-1
1626	patient	1	797
1627	community	1	177
1628	result	1	929
1629	-	0	-1
1630	being	1	109
1631	expanded	1	389
1632	knowledge	1	618
1633	-	0	-1
1634	-	0	-1
1635	-	0	-1
1636	labor	1	621
1637	-	0	-1
1638	consequences	1	207
1639	private	1	855
1640	-	0	-1
1641	-	0	-1
1642	-	0	-1
1643	-	0	-1
1644	-	0	-1
1645	kennedy	1	615
1646	maryland	1	674
1647	penny	1	807
1648	-	0	-1
1649	consideration	1	208
1650	problems	1	856
1651	-	0	-1
1652	include	1	545
1653	times	1	1094
1654	-	0	-1
1655	-	0	-1
1656	studies	1	1024
1657	us	1	1132
1658	-	0	-1
1659	-	0	-1
1660	-	0	-1
1661	-	0	-1
1662	-	0	-1
1663	-	0	-1
1664	-	0	-1
1665	error	1	372
1666	-	0	-1
1667	tricky	1	1111
1668	heath	1	500
1669	back	1	94
1670	our	1	771
1671	reduction	1	900
1672	-	0	-1
1673	-	0	-1
1674	-	0	-1
1675	-	0	-1
1676	absence	1	8
1677	-	0	-1
1678	disappearing	1	303
1679	costs	1	228
1680	interactive	1	572
1681	is	4	585
1682	state-by-state	1	1012
1683	-	0	-1
1684	-	0	-1
1685	-	0	-1
1686	approach	1	63
1687	ensure	1	362
1688	-	0	-1
1689	-	0	-1
1690	-	0	-1
1691	-	0	-1
1692	findings	1	424
1693	center	1	144
1694	attorneys	1	85
1695	changes	1	148
1696	each	1	329
1697	-	0	-1
1698	-	0	-1
1699	-	0	-1
1700	-	0	-1
1701	mistrust	1	695
1702	gold	1	463
1703	-	0	-1
1704	daughter	1	260
1705	principles	1	851
1706	recipients	1	892
1707	part	1	792
1708	hatch	1	493
1709	-	0	-1
1710	-	0	-1
1711	itself	1	596
1712	appropriate	1	64
1713	gauch	2	452
1714	breaches	1	128
1715	on	1	751
1716	addition	1	21
1717	-	0	-1
1718	social	1	997
1719	free	1	445
1720	-	0	-1
1721	disclosures	1	308
1722	-	0	-1
1723	become	1	104
1724	-	0	-1
1725	-	0	-1
1726	may	1	677
1727	absolutely	1	9
1728	database	1	258
1729	inc	1	544
1730	approved	1	65
1731	test	3	1055
1732	negative	1	720
1733	relationship	1	907
1734	alliance	1	43
1735	ruled	1	949
1736	-	0	-1
1737	-	0	-1
1738	-	0	-1
1739	-	0	-1
1740	-	0	-1
1741	-	0	-1
1742	outcome	1	774
1743	-	0	-1
1744	how	2	516
1745	-	0	-1
1746	-	0	-1
1747	facilitate	1	397
1748	-	0	-1
1749	-	0	-1
1750	-	0	-1
1751	commend	1	172
1752	-	0	-1
1753	-	0	-1
1754	-	0	-1
1755	donald	1	323
1756	creation	1	243
1757	-	0	-1
1758	remain	1	912
1759	about	1	7
1760	eighty-five	1	338
1761	focused	1	428
1762	springfield	1	1010
1763	payor	1	803
1764	-	0	-1
1765	pregnant	1	839
1766	front-end	1	448
1767	paper	1	791
1768	-	0	-1
1769	-	0	-1
1770	-	0	-1
1771	-	0	-1
1772	-	0	-1
1773	distribution	1	316
1774	while	1	1163
1775	-	0	-1
1776	-	0	-1
1777	information	2	558
1778	institute	1	565
1779	-	0	-1
1780	transmitted	1	1106
1781	-	0	-1
1782	d-wa	1	253
1783	-	0	-1
1784	-	0	-1
1785	-	0	-1
1786	-	0	-1
1787	-	0	-1
1788	-	0	-1
1789	-	0	-1
1790	-	0	-1
1791	-	0	-1
1792	john	1	606
1793	-	0	-1
1794	names	1	712
1795	third-party	1	1083
1796	-	0	-1
1797	told	1	1099
1798	infection	1	557
1799	-	0	-1
1800	disclosed	1	306
1801	-	0	-1
1802	strong	1	1022
1803	-	0	-1
1804	-	0	-1
1805	-	0	-1
1806	out	1	772
1807	-	0	-1
1808	embrace	1	343
1809	footnotes	1	430
1810	-	0	-1
1811	wedi	1	1153
1812	-	0	-1
1813	-	0	-1
1814	-	0	-1
1815	providers	1	872
1816	-	0	-1
1817	-	0	-1
1818	deal	1	261
1819	frawley	1	443
1820	leave	1	634
1821	patrick	1	799
1822	-	0	-1
1823	increasing	1	550
1824	lack	1	622
1825	nurse	1	741
1826	-	0	-1
1827	occur	1	746
1828	-	0	-1
1829	-	0	-1
1830	-	0	-1
1831	-	0	-1
1832	-	0	-1
1833	-	0	-1
1834	-	0	-1
1835	-	0	-1
1836	-	0	-1
1837	-	0	-1
1838	-	0	-1
1839	entin	1	365
1840	keep	1	614
1841	large	1	623
1842	leadership	1	632
1843	-	0	-1
1844	-	0	-1
1845	-	0	-1
1846	-	0	-1
1847	-	0	-1
1848	breach	1	127
1849	technological	1	1050
1850	sentences	1	974
1851	insurance	1	568
1852	-	0	-1
1853	retrieval	1	931
1854	confidentiality	1	198
1855	files	1	419
1856	believes	1	112
1857	impacts	1	533
1858	issue	1	589
1859	linked	1	650
1860	specialists	1	1006
1861	than	1	1065
1862	-	0	-1
1863	-	0	-1
1864	-	0	-1
1865	enforceable	1	355
1866	-	0	-1
1867	taking	1	1046
1868	-	0	-1
1869	-	0	-1
1870	-	0	-1
1871	recommending	1	895
1872	-	0	-1
1873	addressed	1	23
1874	overall	1	780
1875	-	0	-1
1876	page	2	787
1877	-	0	-1
1878	-	0	-1
1879	-	0	-1
1880	-	0	-1
1881	-	0	-1
1882	-	0	-1
1883	-	0	-1
1884	-	0	-1
1885	-	0	-1
1886	abnormal	1	6
1887	goals	1	462
1888	abuse	1	10
1889	across	1	16
1890	-	0	-1
1891	-	0	-1
1892	-	0	-1
1893	-	0	-1
1894	-	0	-1
1895	-	0	-1
1896	brelis	1	129
1897	medium	1	688
1898	-	0	-1
1899	journalist	1	608
1900	-	0	-1
1901	then-senator	1	1077
1902	-	0	-1
1903	-	0	-1
1904	-	0	-1
1905	-	0	-1
1906	medicine	1	687
1907	-	0	-1
1908	confidence	1	196
1909	-	0	-1
1910	-	0	-1
1911	-	0	-1
1912	employers	1	348
1913	mib	1	690
1914	intended	1	571
1915	difficult	1	297
1916	-	0	-1
1917	emerging	1	344
1918	improper	1	537
1919	-	0	-1
1920	place	1	819
1921	-	0	-1
1922	-	0	-1
1923	-	0	-1
1924	-	0	-1
1925	urgently	1	1130
1926	-	0	-1
1927	-	0	-1
1928	presently	1	844
1929	distances	1	315
1930	created	1	242
1931	-	0	-1
1932	-	0	-1
1933	wrong	1	1179
1934	-	0	-1
1935	-	0	-1
1936	avoid	1	91
1937	positive	1	829
1938	-	0	-1
1939	cost	1	226
1940	sepulveda	1	975
1941	southeastern	1	1005
1942	-	0	-1
1943	democracy	1	270
1944	foundation	1	440
1945	harm	1	484
1946	-	0	-1
1947	-	0	-1
1948	guard	1	477
1949	guaranteed	1	476
1950	out-of-pocket	1	773
1951	intolerable	1	580
1952	plan	1	820
1953	-	0	-1
1954	-	0	-1
1955	prevented	1	848
1956	-	0	-1
1957	federal	1	409
1958	-	0	-1
1959	workgroup	1	1176
1960	-	0	-1
1961	-	0	-1
1962	cout	1	236
1963	elephants	1	341
1964	-	0	-1
1965	-	0	-1
1966	-	0	-1
1967	-	0	-1
1968	disguised	1	312
1969	newly	1	725
1970	-	0	-1
1971	-	0	-1
1972	address	1	22
1973	entitled	1	366
1974	-	0	-1
1975	-	0	-1
1976	-	0	-1
1977	-	0	-1
1978	-	0	-1
1979	-	0	-1
1980	-	0	-1
1981	depression	1	278
1982	end	1	354
1983	-	0	-1
1984	-	0	-1
1985	-	0	-1
1986	evaporates	1	380
1987	-	0	-1
1988	-	0	-1
1989	-	0	-1
1990	-	0	-1
1991	insurers	1	569
1992	must	1	707
1993	-	0	-1
1994	framework	1	441
1995	-	0	-1
1996	mother	1	703
1997	surveys	1	1037
1998	-	0	-1
1999	-	0	-1
2000	-	0	-1
2001	hiv	1	506
2002	governed	1	466
2003	id	1	524
2004	win	1	1168
2005	-	0	-1
2006	-	0	-1
2007	distance	1	314
2008	-	0	-1
2009	colorado	1	168
2010	can	1	138
2011	fredric	1	444
2012	-	0	-1
2013	-	0	-1
2014	-	0	-1
2015	attempt	1	82
2016	secrets	1	962
2017	contact	1	211
2018	as	1	72
2019	-	0	-1
2020	-	0	-1
2021	robert	1	944
2022	stations	1	1016
2023	-	0	-1
2024	-	0	-1
2025	other	1	769
2026	states	1	1015
2027	during	1	328
2028	enact	1	350
2029	sanctions	1	954
2030	seeking	1	966
2031	some	4	999
2032	transferred	1	1104
2033	where	1	1161
2034	schemes	1	957
2035	-	0	-1
2036	-	0	-1
2037	-	0	-1
2038	-	0	-1
2039	-	0	-1
2040	senate	1	970
2041	monitor	1	697
2042	consensus	1	205
2043	one	1	753
2044	bill	1	118
2045	sending	1	972
2046	-	0	-1
2047	-	0	-1
2048	confusion	1	201
2049	field	1	413
2050	-	0	-1
2051	full	1	449
2052	-	0	-1
2053	-	0	-1
2054	-	0	-1
2055	liability	1	646
2056	physicians	1	817
2057	-	0	-1
2058	-	0	-1
2059	both	1	124
2060	-	0	-1
2061	-	0	-1
2062	law	1	627
2063	risky	1	943
2064	-	0	-1
2065	computerized	1	187
2066	csce	1	247
2067	director	1	302
2068	job	1	604
2069	jacksonville	1	598
2070	requiring	1	923
2071	recommended	1	894
2072	stevens	1	1019
2073	-	0	-1
2074	-	0	-1
2075	congresswoman	1	204
2076	given	1	457
2077	thomas	1	1088
2078	-	0	-1
2079	based	1	100
2080	benefits	1	114
2081	-	0	-1
2082	-	0	-1
2083	-	0	-1
2084	-	0	-1
2085	governments	1	469
2086	within	1	1172
2087	december	1	263
2088	schwartz	1	959
2089	-	0	-1
2090	disclose	1	305
2091	-	0	-1
2092	horn	1	512
2093	criminal	1	244
2094	audit	1	86
2095	individually-identifiable	1	554
2096	admitted	1	26
2097	-	0	-1
2098	-	0	-1
2099	review	1	933
2100	-	0	-1
2101	price	1	849
2102	-	0	-1
2103	-	0	-1
2104	-	0	-1
2105	-	0	-1
2106	-	0	-1
2107	effective	1	334
2108	unfettered	1	1123
2109	-	0	-1
2110	-	0	-1
2111	-	0	-1
2112	-	0	-1
2113	-	0	-1
2114	location	1	653
2115	urged	1	1129
2116	sold	1	998
2117	dr	1	324
2118	but	1	133
2119	-	0	-1
2120	medicaid	1	685
2121	-	0	-1
2122	-	0	-1
2123	-	0	-1
2124	-	0	-1
2125	-	0	-1
2126	-	0	-1
2127	-	0	-1
2128	-	0	-1
2129	-	0	-1
2130	opportunity	1	760
2131	although	1	46
2132	fear	1	407
2133	file	3	415
2134	their	1	1072
2135	-	0	-1
2136	-	0	-1
2137	claim	1	157
2138	instances	1	563
2139	figures	1	414
2140	hands	1	482
2141	interest	1	574
2142	simple	2	993
2143	-	0	-1
2144	central	1	145
2145	-	0	-1
2146	-	0	-1
2147	eroding	1	371
2148	-	0	-1
2149	-	0	-1
2150	-	0	-1
2151	-	0	-1
2152	all	2	41
2153	-	0	-1
2154	physician	1	816
2155	-	0	-1
2156	-	0	-1
2157	protected	1	867
2158	-	0	-1
2159	-	0	-1
2160	-	0	-1
2161	-	0	-1
2162	-	0	-1
2163	correct	1	225
2164	-	0	-1
2165	because	1	103
2166	don	1	322
2167	-	0	-1
2168	-	0	-1
2169	behalf	1	108
2170	relationships	1	908
2171	massachusetts	1	675
2172	-	0	-1
2173	jeffords	1	601
2174	-	0	-1
2175	technology	1	1052
2176	bills	1	119
2177	-	0	-1
2178	-	0	-1
2179	-	0	-1
2180	-	0	-1
2181	to	3	1095
2182	-	0	-1
2183	-	0	-1
2184	-	0	-1
2185	-	0	-1
2186	enhance	1	359
2187	non-treatment	1	733
2188	-	0	-1
2189	-	0	-1
2190	tamar	1	1047
2191	-	0	-1
2192	build	1	130
2193	-	0	-1
2194	-	0	-1
2195	entity	1	367
2196	-	0	-1
2197	-	0	-1
2198	-	0	-1
2199	premiums	1	840
2200	-	0	-1
2201	strict	1	1021
2202	-	0	-1
2203	-	0	-1
2204	-	0	-1
2205	chairman	1	147
2206	whose	1	1165
2207	-	0	-1
2208	instant	1	564
2209	providing	1	873
2210	personally	1	814
2211	ruin	1	948
2212	taken	1	1045
2213	widespread	1	1166
2214	he	1	496
2215	-	0	-1
2216	-	0	-1
2217	taylor	1	1049
2218	council	1	230
2219	-	0	-1
2220	-	0	-1
2221	-	0	-1
2222	-	0	-1
2223	-	0	-1
2224	ongoing	1	754
2225	-	0	-1
2226	velazquez	1	1138
2227	ordinary	1	763
2228	-	0	-1
2229	efficiency	1	335
2230	candid	1	139
2231	-	0	-1
2232	-	0	-1
2233	-	0	-1
2234	-	0	-1
2235	-	0	-1
2236	and	1	55
2237	bar	1	97
2238	-	0	-1
2239	-	0	-1
2240	-	0	-1
2241	-	0	-1
2242	-	0	-1
2243	-	0	-1
2244	washington	1	1149
2245	gary	1	451
2246	consumer	1	210
2247	containing	1	213
2248	-	0	-1
2249	-	0	-1
2250	-	0	-1
2251	-	0	-1
2252	-	0	-1
2253	-	0	-1
2254	-	0	-1
2255	co-sponsored	1	163
2256	instance	1	562
2257	financial	1	423
2258	leaders	1	631
2259	at	1	80
2260	course	1	234
2261	last	2	625
2262	medic	1	684
2263	uark	1	1116
2264	-	0	-1
2265	-	0	-1
2266	-	0	-1

======================================================================
Número total de colisiones: 521
Slots ocupados: 1129/2267
Factor de carga: 49.80%
